genome_length,gc_content,orf_count,resistance_gene_count,virulence_factor_count,crispr_present,label
2428373,55.19528087994432,2515,2,0,1,Low
3991862,53.17154937751489,4194,0,0,1,Low
4796599,58.16355656413821,5047,2,7,0,High
4579958,45.78820729467159,4783,5,3,1,High
4609816,50.31651859867008,4872,1,1,0,High
3546923,33.45655573504652,3707,0,2,0,Low
3916929,46.718777416481004,4146,2,0,1,Low
4260298,50.42223885805953,4462,3,1,0,High
3616106,46.78948279902194,3810,0,0,0,Low
4357339,56.10368584058941,4536,0,0,0,Low
5038557,51.64133558906468,5334,4,6,0,High
3453777,43.509345450467805,3613,0,0,1,Low
4379139,59.804978687907166,4648,4,5,1,High
5847455,46.93062006954702,6154,1,1,1,High
2795033,44.34704415090125,2981,0,0,0,Low
4811372,45.37427772363124,5091,3,6,1,High
2884870,44.87301651401973,2986,0,0,0,Low
3132598,58.4789194372396,3265,2,0,1,Low
4314944,47.701213271626926,4539,4,3,0,High
3503420,45.42774417477428,3688,1,0,0,Low
2828893,38.9193832879927,2961,0,0,1,Low
3370777,56.463227408061904,3566,0,0,1,Low
3753071,57.1222883059748,3908,2,0,1,Low
2633889,48.431667951116154,2736,0,1,1,Low
2876766,53.999382014811125,3035,1,0,1,Low
3283397,58.44943732175623,3474,0,0,0,Low
4026705,56.8089555676894,4243,0,1,1,Low
3676166,47.99837954684666,3838,0,0,1,Low
4739109,48.71465700853794,5002,3,5,0,High
4168073,53.71920998133215,4381,0,1,1,Low
3353394,54.25009427781579,3523,1,1,0,Low
3625638,46.035441237556554,3776,1,0,1,Low
3288703,53.01377759308709,3429,0,0,1,Low
4140153,40.04674077675179,4332,0,0,0,Low
3174402,59.63553147560572,3329,0,0,1,Low
2302907,46.89842969253843,2431,0,0,0,Low
3288022,46.406776297055295,3482,0,1,0,Low
5397097,51.04370197067085,5676,4,4,1,High
3481918,61.90924417807186,3674,1,0,1,Low
5364462,52.46368972187564,5603,4,2,0,High
2851802,55.621435430216955,2974,0,0,1,Low
4773096,50.43092225660782,5041,7,5,1,High
5447628,51.10672983940597,5732,5,5,0,High
5089464,50.45991652543418,5379,2,3,0,High
3968502,45.98287206181305,4194,6,6,1,High
3145583,56.10348614752522,3350,0,0,1,Low
2785065,54.54411039788214,2894,1,0,1,Low
3449423,35.27670146784961,3677,1,0,0,Low
3774654,54.94869568632277,3942,1,0,1,Low
3120054,51.08382548386261,3309,1,0,0,Low
3345038,49.34321592704929,3522,0,0,1,Low
3058932,46.56036433763537,3235,4,0,1,Low
5088279,48.61592720238968,5323,2,4,0,High
3270942,51.452272695514544,3411,0,0,1,Low
4741139,58.45555622326704,4952,2,6,0,High
3208262,38.41934709761019,3341,0,0,1,Low
3968241,39.43444063050102,4162,0,0,1,Low
3956290,45.913345008903086,4159,0,0,0,Low
3909342,52.43610868305271,4147,3,3,0,High
3810806,55.01892508598557,3991,0,0,1,Low
3348024,53.095628141296,3531,0,0,1,Low
4609325,49.10070899697819,4816,3,1,1,High
3838390,56.350637047737834,4038,4,3,1,High
2901704,48.62310782948102,3058,0,0,0,Low
4856688,52.22312613945399,5143,4,4,0,High
4393554,51.83566491773467,4668,1,5,1,High
3104847,43.68191053294704,3267,1,0,1,Low
4374279,60.398397396797996,4565,1,0,0,Low
2965610,55.41011039455499,3166,1,0,1,Low
3562943,48.427810368451865,3735,1,0,1,Low
4635678,57.69487291495888,4926,3,4,0,High
3157796,47.56763628039583,3325,0,0,1,Low
4046533,39.04318524294334,4290,1,1,0,Low
3881604,48.08216926635522,4134,0,0,1,Low
3423503,51.417218621425555,3554,1,0,1,Low
3623980,51.91095687350457,3776,1,1,1,Low
4622774,51.66404331142248,4860,5,4,0,High
3698843,45.41807665109148,3906,0,0,1,Low
2952826,44.65718153075993,3131,1,0,0,Low
4383909,53.56457635649643,4611,1,7,0,High
4180156,51.4509427381842,4397,0,0,1,Low
4383510,53.77661773977546,4596,3,3,0,High
3443258,55.6863141088752,3626,0,0,1,Low
3635187,52.042793443269375,3829,0,0,1,Low
3348273,56.37082601311135,3545,0,1,1,Low
5449549,51.48562737457842,5748,5,5,1,High
2729234,49.02156393240305,2865,1,1,1,Low
3730572,49.20876182363463,3957,0,0,0,Low
2898556,48.867911140201414,3001,1,0,1,Low
3474910,45.96779753636654,3691,0,0,1,Low
5098249,51.63686702208812,5318,2,3,1,High
4703917,50.56307404608308,4982,3,4,0,High
3660841,60.45674864738088,3846,0,0,0,Low
4285651,50.684417743683795,4552,0,5,1,High
5243129,54.93382760030305,5472,3,7,0,High
3413802,29.910690671679113,3633,1,0,0,Low
3610911,50.36953834045933,3782,1,0,1,Low
3865233,41.401011815199126,4073,0,0,1,Low
3736518,46.10698465391676,3883,0,0,0,Low
4449500,50.7280955832268,4640,4,3,0,High
3748852,40.54801912356557,3979,1,0,0,Low
5317325,54.229949463758466,5564,5,2,1,High
3624642,49.269906741442384,3791,0,0,0,Low
3100418,49.9760878759222,3246,1,0,1,Low
3886754,55.63207295457205,4120,1,0,1,Low
3466640,37.89748453935332,3633,0,0,1,Low
3558854,41.792450341563374,3701,0,0,0,Low
4977676,50.67857576955693,5245,1,5,0,High
4272107,47.87499820680668,4470,1,0,1,Low
3617608,50.63117911876705,3794,1,0,1,Low
4937075,52.20486179068689,5195,1,3,0,High
2788535,51.72062736644106,2917,0,0,1,Low
4528010,53.28087787817729,4778,5,4,0,High
2670586,41.1810217533229,2828,1,0,1,Low
3537461,48.342584477434734,3742,1,0,1,Low
4054371,41.52474320762033,4295,0,0,1,Low
5171262,56.13176447175815,5427,1,4,1,High
3414128,44.262313760906665,3617,0,1,1,Low
2921213,42.979790162314764,3049,0,0,1,Low
5217715,55.721079521218286,5526,2,5,1,High
3559889,47.24522415383756,3773,0,0,1,Low
4797591,49.53290617564748,5002,2,1,0,High
3690767,45.81679804876729,3843,2,0,1,Low
4967829,55.07626393281621,5226,3,2,1,High
2730064,54.11585401492426,2918,0,0,0,Low
3937824,51.63379890132233,4188,1,0,1,Low
3477054,46.889668052321234,3704,0,0,0,Low
4966103,50.0474150085655,5178,3,3,0,High
4164203,38.2675726988117,4354,2,0,1,Low
3309301,52.16346443863949,3488,0,0,1,Low
3357944,46.70232065600792,3517,1,0,1,Low
3735424,49.73834368841721,3952,0,0,0,Low
3429111,53.786734335329456,3633,1,0,1,Low
3937596,50.679181943599126,4174,1,0,0,Low
4401342,37.515874314722126,4628,0,0,1,Low
3123108,46.07604527404227,3242,1,0,1,Low
3079908,54.3266677482812,3228,0,0,1,Low
5038084,48.0019691167131,5323,2,2,0,High
4949388,45.02964034709456,5248,3,3,0,High
4738072,52.82918470673522,4958,3,1,0,High
4478801,42.90746544897302,4664,0,0,1,Low
3583398,56.463045911128205,3802,0,1,1,Low
3909616,50.256006048561865,4068,0,0,0,Low
3279175,49.40153315737806,3430,3,0,0,Low
5197891,44.952632632427225,5478,2,7,0,High
3804108,47.950600766069456,3978,0,0,0,Low
3107640,45.877875367909674,3263,0,0,1,Low
3285264,54.28600748233333,3469,2,1,1,Low
5619478,53.24579803887213,5874,5,3,1,High
4477675,60.81921713337694,4692,0,0,0,Low
4252244,47.624023447628076,4519,1,0,0,Low
3035491,45.15558031345242,3230,1,0,1,Low
4340518,53.10600679620636,4570,9,7,1,High
2895095,41.927365346673625,3075,0,0,1,Low
5279618,46.09007472236499,5599,4,2,0,High
3323378,48.289203172693576,3476,1,0,0,Low
3980321,53.55621620323904,4220,0,1,1,Low
4230195,51.16802161419216,4424,2,3,0,High
3603203,48.97300288875208,3783,1,0,1,Low
5460687,57.05929374931263,5726,3,4,1,High
4765448,56.243245346878034,5033,3,0,0,High
3337781,51.40012041501904,3554,2,0,0,Low
3811671,48.8882247653094,4018,0,0,0,Low
2830844,40.452898954866434,3021,0,0,0,Low
5277246,47.81458451556054,5535,4,4,0,High
3753486,56.18552257068739,3981,0,0,1,Low
3206004,51.871697910298856,3362,1,0,0,Low
4633612,50.10146421174027,4922,3,4,0,High
3690636,56.810549089418636,3865,0,0,1,Low
5386185,54.42404442157279,5654,9,3,1,High
4721959,52.44793934907034,4974,3,6,0,High
3792619,57.7059021355264,3964,0,0,1,Low
5439646,51.901018140808,5744,3,4,0,High
3715216,41.136986577253786,3912,0,0,1,Low
4588482,53.53241902279976,4876,2,5,0,High
4107167,50.46447734442356,4307,0,5,1,High
3265671,47.99352170391613,3457,1,0,1,Low
3315059,49.556256620446845,3518,1,1,1,Low
4670421,60.20394165816513,4961,7,3,1,High
5384767,58.94022805538413,5633,2,3,1,High
4941094,51.22210486725814,5158,2,1,1,High
4223835,49.35369130712621,4405,1,6,0,High
3345209,55.68376597415834,3569,0,1,1,Low
5278270,54.296857800127846,5559,2,3,0,High
4223558,51.14522460494161,4397,1,1,1,Low
5061590,50.87586257512265,5337,4,3,1,High
3469771,51.54071438341457,3629,0,0,1,Low
4653808,51.815274563200724,4929,4,2,0,High
4133207,59.57571221057462,4383,0,0,1,Low
3122849,51.84241418829541,3267,1,0,1,Low
4209949,46.60478935813846,4386,0,0,0,Low
3915190,38.70525637672907,4112,0,0,1,Low
4870474,52.404160388209355,5092,1,2,0,High
5130514,51.34092048966506,5358,6,2,0,High
4232101,43.229610704228314,4433,2,0,1,Low
2966145,50.50938747991668,3127,0,0,0,Low
3668842,49.67321895845258,3823,0,0,1,Low
5024840,42.628931921631036,5334,4,5,0,High
4356666,47.625813561171796,4587,4,5,0,High
4356343,46.61245680071166,4562,3,2,0,High
4961120,48.279578608464895,5257,1,5,1,High
3583071,63.31179573498325,3737,0,0,0,Low
4063450,50.76036653388977,4262,0,0,1,Low
3461497,57.122979920396354,3688,0,1,0,Low
3046625,36.63899238921945,3254,0,0,0,Low
4437273,52.1626024568013,4672,2,6,0,High
4440695,47.31994996280649,4678,0,0,1,Low
3375172,59.760388351425505,3511,0,0,1,Low
5233799,49.58118285659529,5499,4,5,1,High
4927619,49.696144548131066,5180,6,5,1,High
3683309,59.9625324289774,3907,3,8,1,High
4406287,55.631352221539956,4639,4,7,0,High
3994815,52.26683353818199,4218,1,0,0,Low
3474137,43.71269556402418,3640,0,0,1,Low
4059161,47.695797089988595,4241,8,8,0,High
5374510,55.557885507002304,5663,3,5,0,High
4868164,61.00247422946736,5154,6,2,0,High
4321030,54.62521209931342,4514,1,4,1,High
3357696,47.4403016389488,3484,0,1,1,Low
3081704,50.28800580696368,3196,1,1,0,Low
4922624,48.33744537836228,5168,3,4,1,High
4807205,51.33044526667057,5030,1,6,0,High
3401398,49.82030865194143,3530,2,0,0,Low
3940866,51.22671989677322,4168,0,0,0,Low
4845935,41.69074636523688,5050,0,1,1,Low
4138205,51.00812513122976,4329,1,0,0,Low
4154441,57.80014446705887,4398,1,0,1,Low
3807773,44.323841664513864,4009,0,1,1,Low
4673532,42.99726246908282,4934,3,2,0,High
3899001,42.08012730951103,4091,1,1,1,Low
3621261,46.1539527144044,3762,0,0,0,Low
5368328,47.80746360079622,5668,5,2,0,High
3120888,31.52894752736478,3281,1,0,1,Low
2799169,46.24964428285705,2897,3,1,0,Low
3169505,57.34620500395498,3344,0,0,1,Low
3828451,48.12261037080077,4015,0,0,0,Low
3587198,47.82260161921407,3818,0,0,1,Low
2897375,48.42836832397069,3068,0,0,1,Low
4069080,42.19838438432662,4276,0,0,0,Low
4406311,48.81345697537222,4597,2,4,1,High
4083137,56.03193109554422,4313,0,0,0,Low
3483945,39.109548352883195,3691,1,0,0,Low
4238624,51.41329083039692,4457,5,3,1,High
4190773,47.797479312202746,4391,1,0,1,Low
3067209,55.63813169428783,3187,1,0,0,Low
3314608,49.36684437658712,3451,0,0,1,Low
3981124,57.42765943255917,4163,0,1,0,Low
5141014,48.16457632830972,5418,5,6,0,High
4465545,58.13261103361561,4706,5,6,1,High
5010765,51.17133579873549,5248,5,1,0,High
3300087,49.13586273981536,3433,1,0,0,Low
4151604,49.7113813515571,4341,1,0,1,Low
4140186,47.73646702361909,4317,2,2,1,High
3248299,43.81714481938347,3385,0,1,0,Low
3211875,43.576083488237714,3362,0,0,1,Low
2857211,52.414775281201926,2989,0,0,0,Low
4187938,46.73003072065874,4388,0,0,0,Low
4781290,45.93855552517849,4986,2,3,0,High
4228169,53.515457644454706,4486,2,3,0,High
2793509,41.58793726419455,2899,1,0,1,Low
5151107,49.73385235667135,5446,6,2,0,High
5134248,45.660843237179705,5426,5,5,1,High
3943251,48.48948184289151,4154,1,0,1,Low
5056772,58.713979280800984,5317,2,3,1,High
4662796,45.22152020994152,4918,3,4,0,High
4274044,50.60260784830935,4544,0,0,0,Low
5088552,51.13123397981644,5351,4,6,0,High
3553557,48.10931538248288,3724,2,0,1,Low
3442404,41.31157080245424,3627,0,0,0,Low
3179722,39.84798582162397,3317,0,0,0,Low
3447975,50.05922102265009,3659,0,0,0,Low
5505711,49.3251744739885,5835,3,6,1,High
4041036,51.8389055883323,4205,9,5,0,High
3502707,46.1737777341352,3711,1,2,1,Low
4382293,45.42447593965695,4595,1,0,0,Low
3910082,60.83744197709049,4148,0,0,1,Low
3627863,50.252182034684616,3852,1,1,1,Low
3288754,57.884562822510574,3465,0,0,0,Low
3448417,39.241875112149756,3670,0,0,0,Low
5023691,59.76075766098475,5321,4,6,1,High
3173899,51.1155081149593,3377,0,0,0,Low
4137577,51.900754681261844,4331,0,0,0,Low
3819854,42.28076927362075,4045,0,0,1,Low
3346432,46.237444793094795,3543,0,0,1,Low
3129366,55.340621462193866,3283,1,0,0,Low
3887554,41.69694098406587,4098,0,1,1,Low
4176972,53.63579874617208,4361,0,0,0,Low
3081318,47.197288506707714,3199,0,0,1,Low
4113809,48.03081500977476,4332,3,5,1,High
3712394,51.44569748537179,3924,2,0,0,Low
3205182,42.66536924929409,3417,0,0,1,Low
4365200,49.53697589163431,4624,0,0,0,Low
4625836,48.83562268626457,4865,1,1,1,Low
3388929,53.84911972823935,3550,0,0,1,Low
4210738,41.250548630888765,4481,0,0,1,Low
3273591,52.22895712425298,3487,0,0,1,Low
3765810,42.538974677447456,3988,1,0,1,Low
2416077,52.95091980297855,2550,0,0,1,Low
4074141,53.361396747890744,4280,0,0,1,Low
4107484,47.03942400329383,4352,0,0,1,Low
3580271,40.71002749816731,3738,0,1,1,Low
5429743,47.345163210077345,5668,4,7,0,High
2818196,44.329644017144474,2974,0,0,1,Low
3575437,53.742342740529104,3736,0,0,0,Low
3168123,37.70542933259376,3358,2,0,1,Low
3997006,39.342647660739395,4170,0,0,1,Low
2623522,50.41027663102836,2735,0,1,1,Low
3647606,56.01757116423341,3843,0,0,0,Low
3397182,46.84937839359131,3555,0,1,1,Low
3550636,45.6082747975931,3747,0,0,0,Low
3544466,58.31303550401959,3746,0,1,1,Low
4401599,39.62345832638251,4642,0,0,0,Low
2994133,52.91161564155584,3178,0,0,1,Low
3274910,44.53001938430725,3421,0,0,0,Low
3584887,40.85552369386049,3781,2,0,1,Low
4577733,53.35473342318414,4847,3,5,0,High
4135031,54.66199084054898,4367,0,1,0,Low
3049040,39.79333871645447,3188,0,0,0,Low
3953586,44.45188079122661,4181,0,0,1,Low
5167874,52.19532193565939,5410,7,2,0,High
3818439,47.42125751064434,3994,1,0,1,Low
3448573,49.798070238351954,3589,1,0,1,Low
3511812,48.11290234434342,3700,0,0,0,Low
3002530,45.38592131695189,3163,0,0,1,Low
3627671,54.303197512121216,3865,1,2,0,Low
3457344,43.29077566630765,3662,1,0,1,Low
4207044,49.62750323066746,4442,0,0,1,Low
3854114,51.627234773862206,4050,1,0,1,Low
4022005,47.818417317955685,4220,3,8,0,High
4492834,48.42223100497183,4724,6,6,0,High
4807677,52.39200641447603,5056,5,2,1,High
4243015,49.60516132952862,4430,1,0,1,Low
3336584,48.68059447962488,3523,1,0,1,Low
3008435,56.923719614843044,3167,0,0,0,Low
2916534,46.147339492313286,3101,1,0,0,Low
3601084,44.04506091126524,3770,0,1,1,Low
4739064,60.416853591401484,4951,4,6,0,High
3281888,48.10490524324893,3454,2,1,1,Low
4415709,52.42260850156883,4642,6,2,1,High
4022473,52.72195365864212,4258,0,1,0,Low
3114012,59.83192121946225,3289,1,0,1,Low
4723584,53.64559069873598,4976,2,5,0,High
4060891,50.028105898375856,4247,0,0,1,Low
4547228,51.60691384548794,4800,2,8,1,High
4483796,53.64835034796906,4716,5,4,0,High
3070003,54.221636502474354,3250,0,0,1,Low
3326254,43.678403230557564,3457,0,1,1,Low
3774881,60.5285158063207,4008,1,0,0,Low
5040347,56.20270956108676,5305,0,2,1,High
4862783,54.357136838288255,5081,2,1,0,High
3553461,46.30630613218347,3733,1,0,0,Low
2459643,48.213701603796636,2618,0,0,0,Low
4696435,50.035705613511276,4925,2,4,1,High
3152007,60.84877539805171,3312,0,0,0,Low
5421436,51.06792233139997,5747,1,2,0,High
4661606,53.263092617832875,4882,5,2,0,High
3611053,55.140149292358885,3794,1,0,1,Low
4103769,53.835796484073775,4349,0,0,0,Low
2815233,49.42101564096399,3012,1,0,1,Low
3159135,44.91882432190934,3372,1,0,0,Low
3023892,47.39321311633649,3139,0,0,1,Low
5147122,54.55746279494114,5425,3,5,0,High
3450872,50.922597513792404,3668,0,0,1,Low
4113999,54.412124845656045,4297,4,3,0,High
3592922,58.76138987475235,3757,2,0,0,Low
5386975,53.97053362022455,5662,6,3,0,High
3315293,30.053155015427784,3530,1,1,1,Low
5064288,46.80423224246162,5336,7,3,0,High
3349011,50.84875733384562,3517,1,1,1,Low
3975295,34.34429374440798,4212,0,0,0,Low
2704219,54.63306199713668,2806,1,0,1,Low
3671741,48.40481905699895,3825,0,0,1,Low
3433091,40.62628803368831,3632,2,0,0,Low
4604839,49.19837209647727,4803,2,3,1,High
4627013,50.95112753881027,4841,0,0,1,Low
3964323,44.05785554997997,4205,0,0,1,Low
2884843,45.96675730464544,3067,1,1,0,Low
5000019,44.21771729709805,5311,4,5,1,High
2989332,50.241048633613005,3139,0,1,0,Low
3741741,40.16218689927209,3888,0,1,1,Low
2241913,58.60963358748984,2361,1,0,1,Low
5570472,57.63528327596105,5880,7,3,0,High
3840802,44.92904944308631,4029,0,0,0,Low
4554770,51.46927300960725,4780,2,6,1,High
3358475,55.7750690525929,3518,0,0,0,Low
4874639,50.98687980564078,5113,3,7,0,High
5097329,58.55317563601422,5327,6,3,1,High
5913718,47.384384837437594,6261,1,1,1,High
3235992,47.94928264367587,3443,1,0,1,Low
3450311,41.0763433034413,3665,0,0,1,Low
3285381,49.26505224481978,3438,0,0,1,Low
4831580,54.87844638156034,5066,2,4,1,High
3150383,35.20266003955892,3360,1,0,1,Low
3447701,48.202862314780475,3670,1,0,1,Low
3134868,47.817099398034856,3276,1,0,1,Low
5116337,47.24707953886642,5353,0,5,0,High
3306410,48.167416019660735,3487,0,0,1,Low
2986235,48.081902328902075,3114,1,0,1,Low
3460803,49.608244024234224,3639,0,1,1,Low
4866863,55.90756190168723,5133,4,6,1,High
4375796,53.912443054463736,4615,0,0,1,Low
2643033,44.99326051053049,2829,0,0,1,Low
3435419,33.86518133605252,3644,0,0,1,Low
4163137,51.66985376773176,4404,3,5,0,High
4839899,50.04706669779342,5065,1,3,0,High
2831523,49.82267900008719,2943,0,0,1,Low
4874300,50.05463476191862,5100,4,7,0,High
3637163,56.91184210484327,3844,1,0,1,Low
3810604,42.741069222383366,3977,1,0,1,Low
4863772,52.694040862024195,5128,2,6,1,High
2971012,43.59814716554621,3164,0,1,1,Low
5056240,51.94127434385024,5319,0,5,0,High
4390184,53.22168891718479,4635,7,3,1,High
3421551,36.99914488180504,3597,0,1,0,Low
5149421,47.272841697577334,5376,4,2,0,High
4936907,51.28241056794651,5242,4,2,0,High
3606371,42.82865986754125,3786,1,0,0,Low
4094707,43.76422376085637,4303,1,0,0,Low
3175531,55.74761584780397,3371,0,0,1,Low
5216204,45.44214495387638,5522,1,1,0,High
3623076,44.476659746821035,3768,0,1,1,Low
3634876,42.02608063413251,3811,0,0,1,Low
2994816,46.61801250212124,3181,0,0,1,Low
3271203,47.4590150245319,3484,0,0,1,Low
4971670,50.433648098880184,5256,1,6,0,High
4436373,49.40974884129321,4645,0,0,1,Low
3330974,44.164958364242565,3478,0,0,1,Low
3323593,47.325515521806686,3493,0,0,1,Low
5784822,58.340185180762695,6065,2,3,1,High
2979656,48.945718112092166,3144,1,0,1,Low
3449974,43.16507183661806,3678,0,0,1,Low
2828134,47.63063600497245,2931,1,0,0,Low
3889393,50.62824828868837,4136,5,4,0,High
6758038,45.16458190185035,7077,3,5,1,High
3772053,50.28360344186596,3946,1,0,1,Low
4051263,37.361677169262165,4258,0,0,0,Low
3372338,49.859051735179264,3566,0,0,1,Low
3066078,51.37223281680518,3252,0,1,0,Low
3255211,42.80460332160991,3472,0,0,0,Low
5012127,60.62996458355187,5238,8,5,0,High
5376199,52.418024844834406,5701,6,2,1,High
3616813,56.003240964147594,3792,0,0,0,Low
4308122,42.45227481132547,4515,0,0,1,Low
2462572,41.248742739033176,2575,1,0,0,Low
4510982,44.9369111013723,4791,0,0,1,Low
5398755,53.045509571730825,5650,5,4,0,High
3569782,53.2652602848841,3780,0,0,0,Low
4350631,52.69561029893316,4561,5,3,0,High
5297852,52.630572773513656,5572,4,3,0,High
3768699,45.41734007942672,3938,2,1,1,Low
2456597,38.07494789562496,2617,0,0,1,Low
3777010,49.72415617176344,3946,0,1,1,Low
4096545,53.1670708505662,4361,0,0,1,Low
4416821,50.47011502629798,4609,2,4,0,High
3334548,43.98175464421128,3517,0,0,1,Low
3291116,44.660706622744414,3438,1,0,0,Low
4299330,52.16185238803485,4479,2,4,0,High
5659551,42.36016152990902,5993,2,3,0,High
3699618,50.802829673022124,3886,1,0,1,Low
4310197,56.38448055217978,4585,4,3,1,High
5351878,53.64971620444523,5605,2,4,1,High
2970444,48.16105161346155,3175,0,0,1,Low
3347294,48.49323099129557,3558,0,0,1,Low
3277535,46.468661069961016,3471,0,1,1,Low
4142050,47.336724421342254,4326,0,0,1,Low
3513872,53.742089539071685,3747,0,0,0,Low
2415637,45.40809339620067,2566,0,0,0,Low
4468994,44.92268474581854,4675,0,0,1,Low
2246476,43.30588033530533,2409,2,0,1,Low
4284786,51.5517865911134,4482,3,3,0,High
3823513,57.18239963813576,3983,0,1,1,Low
3304762,40.81689597773524,3464,1,0,1,Low
3862839,53.40719989479615,4033,0,2,0,Low
3595088,48.217379700548896,3809,1,0,1,Low
4264100,44.81169282055503,4495,0,0,1,Low
4818404,50.55625502880474,5048,2,4,1,High
4765901,58.083111300111376,4967,5,6,0,High
3628337,48.54565008510774,3849,1,0,1,Low
3524352,58.7873078040675,3718,0,1,1,Low
3646262,53.16663278432943,3875,0,0,1,Low
3629921,45.534892744479905,3833,1,0,1,Low
3193877,59.51395516604194,3376,0,0,1,Low
4480945,45.52078533169263,4756,4,5,0,High
3992997,48.3556356051282,4195,0,0,0,Low
4031229,49.10586965813667,4206,0,0,1,Low
4498507,54.556220522045805,4724,3,2,1,High
3385472,44.060786441584696,3562,0,1,0,Low
4420239,51.69317592969884,4701,0,0,1,Low
4673039,45.675931153219416,4911,2,5,0,High
3921384,53.476270847587124,4137,0,0,1,Low
3300221,49.40880178551889,3459,0,0,0,Low
2914081,37.12718107419943,3100,1,0,0,Low
5139301,52.90035029978746,5454,3,0,0,High
3592936,53.146627907014775,3816,2,0,0,Low
3245581,43.382191511176075,3388,0,0,1,Low
3054828,41.448349756910034,3178,1,0,1,Low
4418841,57.789821211121925,4659,0,0,0,Low
